,STID,YEAR,MONTH,DAY,TR05,TR25,TR60,TR75
200157,ACME,1998,1,1,1.3635,1.3758,1.4249,1.5248
200159,ALTU,1998,1,1,1.7243,1.5529,,
200179,BUFF,1998,1,1,,,,
200288,WEST,1998,1,1,1.5008,1.5126,1.5175,
200294,ACME,1998,1,2,1.3594,1.3749,1.4274,1.5294
200296,ALTU,1998,1,2,1.7251,1.5515,,
200316,BUFF,1998,1,2,,,,
200425,WEST,1998,1,2,1.5037,1.5112,1.5161,
200431,ACME,1998,1,3,1.3503,1.3684,1.422,1.5258
200433,ALTU,1998,1,3,1.7422,1.5479,,
200453,BUFF,1998,1,3,,,,
200562,WEST,1998,1,3,1.5022,1.5085,1.5168,
200568,ACME,1998,1,4,1.3543,1.3706,1.4149,1.5078
200570,ALTU,1998,1,4,1.7122,1.5501,,
200590,BUFF,1998,1,4,,,,
200699,WEST,1998,1,4,1.4813,1.4935,1.5024,
200705,ACME,1998,1,5,1.3463,1.3652,1.4096,1.5039
200707,ALTU,1998,1,5,1.5881,1.5511,,
200727,BUFF,1998,1,5,,,,
200836,WEST,1998,1,5,1.4667,1.4901,1.4994,
200842,ACME,1998,1,6,1.3517,1.3688,1.4164,1.5137
200844,ALTU,1998,1,6,1.5906,1.5468,,
200864,BUFF,1998,1,6,,,,
200973,WEST,1998,1,6,1.4577,1.4854,1.4885,
200979,ACME,1998,1,7,1.3568,1.3716,1.4136,1.5128
200981,ALTU,1998,1,7,1.5879,1.5474,,
201001,BUFF,1998,1,7,,,,
201110,WEST,1998,1,7,1.4651,1.4952,1.499,
201116,ACME,1998,1,8,1.3599,1.3744,1.4169,1.5121
201118,ALTU,1998,1,8,1.5817,1.5421,,
201138,BUFF,1998,1,8,,,,
201247,WEST,1998,1,8,1.4651,1.4962,1.502,
201253,ACME,1998,1,9,1.3587,1.3735,1.4159,1.5113
201255,ALTU,1998,1,9,1.582,1.5421,,
201275,BUFF,1998,1,9,,,,
201384,WEST,1998,1,9,1.4634,1.4959,1.5024,
201390,ACME,1998,1,10,1.3629,1.3776,1.4201,1.513
201392,ALTU,1998,1,10,1.5846,1.5458,,
201412,BUFF,1998,1,10,,,,
201521,WEST,1998,1,10,1.4791,1.5039,1.5043,
201527,ACME,1998,1,11,1.3596,1.3721,1.4157,1.5091
201529,ALTU,1998,1,11,1.5812,1.5442,,
201549,BUFF,1998,1,11,,,,
201658,WEST,1998,1,11,1.4833,1.5021,1.5081,
201664,ACME,1998,1,12,1.3576,1.3717,1.4157,1.513
201666,ALTU,1998,1,12,1.5774,1.5442,,
201686,BUFF,1998,1,12,,,,
201795,WEST,1998,1,12,1.4757,1.4934,1.502,
201801,ACME,1998,1,13,1.3625,1.3739,1.4173,1.5137
201803,ALTU,1998,1,13,1.6399,1.5463,,
201823,BUFF,1998,1,13,,,,
201932,WEST,1998,1,13,1.4766,1.5008,1.504,
201938,ACME,1998,1,14,1.358,1.3695,1.4138,1.5087
201940,ALTU,1998,1,14,1.6587,1.5437,,
201960,BUFF,1998,1,14,,,,
202069,WEST,1998,1,14,1.4745,1.4966,1.5057,
202075,ACME,1998,1,15,1.364,1.3721,1.4188,1.5122
202077,ALTU,1998,1,15,,1.5469,,
202097,BUFF,1998,1,15,,,,
202206,WEST,1998,1,15,1.4756,1.5001,1.5073,
202212,ACME,1998,1,16,1.3612,1.3719,1.4148,1.5087
202214,ALTU,1998,1,16,1.757,1.5475,,
202234,BUFF,1998,1,16,,,,
202343,WEST,1998,1,16,1.4799,1.4996,1.505,
202349,ACME,1998,1,17,1.3589,1.3672,1.416,1.5074
202351,ALTU,1998,1,17,1.8252,1.548,,
202371,BUFF,1998,1,17,,,,
202480,WEST,1998,1,17,1.4765,1.4974,1.5018,
202486,ACME,1998,1,18,1.3602,1.3682,1.4172,1.509
202488,ALTU,1998,1,18,1.8956,1.5483,,
202508,BUFF,1998,1,18,,,,
202617,WEST,1998,1,18,1.4809,1.4961,1.4991,
202623,ACME,1998,1,19,1.3651,1.3712,1.4232,1.5104
202625,ALTU,1998,1,19,1.973,1.55,,
202645,BUFF,1998,1,19,,,,
202754,WEST,1998,1,19,1.4894,1.501,1.5039,
202760,ACME,1998,1,20,1.3612,1.3703,1.4219,1.5129
202762,ALTU,1998,1,20,1.9997,1.5601,,
202782,BUFF,1998,1,20,,,,
202891,WEST,1998,1,20,1.4946,1.4909,1.4978,
202897,ACME,1998,1,21,1.3674,1.371,1.4264,1.5155
202899,ALTU,1998,1,21,2.0509,1.5614,,
202919,BUFF,1998,1,21,,,,
203028,WEST,1998,1,21,1.5331,1.5001,1.5002,
203034,ACME,1998,1,22,1.3668,1.3697,1.4228,1.5106
203036,ALTU,1998,1,22,1.981,1.5722,,
203056,BUFF,1998,1,22,,,,
203165,WEST,1998,1,22,1.6171,1.5104,1.5083,
203171,ACME,1998,1,23,1.3718,1.3727,1.427,1.513
203173,ALTU,1998,1,23,2.0065,1.5786,,
203193,BUFF,1998,1,23,,,,
203302,WEST,1998,1,23,1.676,1.509,1.5059,
203308,ACME,1998,1,24,1.3692,1.3716,1.4274,1.5113
203310,ALTU,1998,1,24,,1.5855,,
203330,BUFF,1998,1,24,,,,
203439,WEST,1998,1,24,1.7261,1.5074,1.5043,
203445,ACME,1998,1,25,1.3562,1.3641,1.4257,1.5089
203447,ALTU,1998,1,25,2.0295,1.5898,,
203467,BUFF,1998,1,25,,,,
203576,WEST,1998,1,25,1.7155,1.5056,1.5037,
203582,ACME,1998,1,26,1.3642,1.3712,1.4293,1.5114
203584,ALTU,1998,1,26,2.0579,1.593,,
203604,BUFF,1998,1,26,,,,
203713,WEST,1998,1,26,1.5413,1.4964,1.4943,
203719,ACME,1998,1,27,1.3627,1.3656,1.4267,1.5056
203721,ALTU,1998,1,27,2.0976,1.5971,,
203741,BUFF,1998,1,27,,,,
203850,WEST,1998,1,27,1.5413,1.4975,1.4943,
203856,ACME,1998,1,28,1.3588,1.3645,1.4235,1.5052
203858,ALTU,1998,1,28,2.1292,1.6062,,
203878,BUFF,1998,1,28,,,,
203987,WEST,1998,1,28,1.5419,1.5026,1.4965,
203993,ACME,1998,1,29,1.3654,1.3689,1.4293,1.509
203995,ALTU,1998,1,29,2.1809,1.6142,,
204015,BUFF,1998,1,29,,,,
204124,WEST,1998,1,29,1.5365,1.5018,1.4972,
204130,ACME,1998,1,30,1.3657,1.3708,1.43,1.5116
204132,ALTU,1998,1,30,2.225,1.6261,,
204152,BUFF,1998,1,30,,,,
204261,WEST,1998,1,30,1.5354,1.5016,1.4976,
204267,ACME,1998,1,31,1.3618,1.3684,1.4321,1.51
204269,ALTU,1998,1,31,1.7386,1.5921,,
204289,BUFF,1998,1,31,,,,
204398,WEST,1998,1,31,1.5397,1.5027,1.4984,
204404,ACME,1998,2,1,1.3491,1.3594,1.4126,1.4822
204406,ALTU,1998,2,1,1.5712,1.5697,,
204426,BUFF,1998,2,1,,,,
204535,WEST,1998,2,1,1.5207,1.5008,1.4976,
204541,ACME,1998,2,2,1.3551,1.3598,1.4154,1.4853
204543,ALTU,1998,2,2,1.5816,1.5697,,
204563,BUFF,1998,2,2,,,,
204672,WEST,1998,2,2,1.5189,1.4994,1.4968,
204678,ACME,1998,2,3,1.3594,1.3656,1.4211,1.4935
204680,ALTU,1998,2,3,1.6221,1.5686,,
204700,BUFF,1998,2,3,,,,
204809,WEST,1998,2,3,1.5156,1.5014,1.4975,
204815,ACME,1998,2,4,1.3624,1.3666,1.4229,1.4961
204817,ALTU,1998,2,4,1.6835,1.575,,
204837,BUFF,1998,2,4,,,,
204946,WEST,1998,2,4,1.5203,1.5036,1.4977,
204952,ACME,1998,2,5,1.3666,1.3709,1.426,1.5002
204954,ALTU,1998,2,5,1.6294,1.5686,,
204974,BUFF,1998,2,5,,,,
205083,WEST,1998,2,5,1.5203,1.5023,1.4964,
205089,ACME,1998,2,6,1.3609,1.3664,1.4202,1.492
205091,ALTU,1998,2,6,1.6082,1.5604,,
205111,BUFF,1998,2,6,,,,
205220,WEST,1998,2,6,1.5201,1.5009,1.4957,
205226,ACME,1998,2,7,1.3663,1.3665,1.4214,1.4924
205228,ALTU,1998,2,7,1.6067,1.5608,,
205248,BUFF,1998,2,7,,,,
205357,WEST,1998,2,7,1.5318,1.5072,1.4979,
205363,ACME,1998,2,8,1.3589,1.3644,1.4167,1.4922
205365,ALTU,1998,2,8,1.5996,1.5584,,
205385,BUFF,1998,2,8,,,,
205494,WEST,1998,2,8,1.5811,1.499,1.4944,
205500,ACME,1998,2,9,1.3585,1.367,1.422,1.4955
205502,ALTU,1998,2,9,1.6208,1.5533,,
205522,BUFF,1998,2,9,,,,
205631,WEST,1998,2,9,1.6997,1.5054,1.4998,
205637,ACME,1998,2,10,1.3586,1.3639,1.4176,1.4944
205639,ALTU,1998,2,10,1.7069,1.5516,,
205659,BUFF,1998,2,10,,,,
205768,WEST,1998,2,10,1.7193,1.5069,1.4999,
205774,ACME,1998,2,11,1.3615,1.3666,1.4207,1.4961
205776,ALTU,1998,2,11,1.7855,1.5529,,
205796,BUFF,1998,2,11,,,,
205905,WEST,1998,2,11,1.5458,1.5036,1.497,
205911,ACME,1998,2,12,1.355,1.3607,1.413,1.4907
205913,ALTU,1998,2,12,1.7465,1.5585,,
205933,BUFF,1998,2,12,,,,
206042,WEST,1998,2,12,1.5395,1.4978,1.4916,
206048,ACME,1998,2,13,1.3597,1.3644,1.4201,1.4931
206050,ALTU,1998,2,13,1.5828,1.5443,,
206070,BUFF,1998,2,13,,,,
206179,WEST,1998,2,13,1.5391,1.4985,1.4937,
206185,ACME,1998,2,14,1.358,1.3593,1.4184,1.4898
206187,ALTU,1998,2,14,1.5896,1.545,,
206207,BUFF,1998,2,14,,,,
206316,WEST,1998,2,14,1.5384,1.5004,1.4956,
206322,ACME,1998,2,15,1.352,1.3574,1.4179,1.4931
206324,ALTU,1998,2,15,1.5801,1.5409,,
206344,BUFF,1998,2,15,,,,
206453,WEST,1998,2,15,1.5327,1.4943,1.4902,
206459,ACME,1998,2,16,1.3615,1.3643,1.4224,1.5015
206461,ALTU,1998,2,16,1.5761,1.5388,,
206481,BUFF,1998,2,16,,,,
206590,WEST,1998,2,16,1.5326,1.5007,1.494,
206596,ACME,1998,2,17,1.3561,1.3634,1.4237,1.5
206598,ALTU,1998,2,17,1.5654,1.5322,,
206618,BUFF,1998,2,17,,,,
206727,WEST,1998,2,17,1.5261,1.5052,1.4984,
206733,ACME,1998,2,18,1.3586,1.3637,1.4239,1.4976
206735,ALTU,1998,2,18,1.563,1.5305,,
206755,BUFF,1998,2,18,,,,
206864,WEST,1998,2,18,1.5158,1.4961,1.4923,
206870,ACME,1998,2,19,1.3522,1.3619,1.4203,1.4952
206872,ALTU,1998,2,19,1.5366,1.52,,
206892,BUFF,1998,2,19,,,,
207001,WEST,1998,2,19,1.5154,1.4984,1.4935,
207007,ACME,1998,2,20,1.3503,1.3605,1.4173,1.4913
207009,ALTU,1998,2,20,1.5293,1.5179,,
207029,BUFF,1998,2,20,,,,
207138,WEST,1998,2,20,1.5185,1.4976,1.4923,
207144,ACME,1998,2,21,1.3503,1.3594,1.4149,1.4916
207146,ALTU,1998,2,21,1.5293,1.5136,,
207166,BUFF,1998,2,21,,,,
207275,WEST,1998,2,21,1.5305,1.4956,1.4916,
207281,ACME,1998,2,22,1.3491,1.3614,1.4145,1.4922
207283,ALTU,1998,2,22,1.5258,1.514,,
207303,BUFF,1998,2,22,,,,
207412,WEST,1998,2,22,1.6455,1.4945,1.4881,
207418,ACME,1998,2,23,1.3544,1.3619,1.4166,1.4946
207420,ALTU,1998,2,23,1.5201,1.5127,,
207440,BUFF,1998,2,23,,,,
207549,WEST,1998,2,23,1.8305,1.4975,1.4907,
207555,ACME,1998,2,24,1.3508,1.3589,1.4149,1.49
207557,ALTU,1998,2,24,1.5198,1.5153,,
207577,BUFF,1998,2,24,,,,
207686,WEST,1998,2,24,1.9929,1.5073,1.4953,
207692,ACME,1998,2,25,1.3429,1.3536,1.4094,1.4896
207694,ALTU,1998,2,25,1.5195,1.5115,,
207714,BUFF,1998,2,25,,,,
207823,WEST,1998,2,25,1.9731,1.497,1.4897,
207829,ACME,1998,2,26,1.3501,1.3598,1.4111,1.4933
207831,ALTU,1998,2,26,1.5894,1.5149,,
207851,BUFF,1998,2,26,,,,
207960,WEST,1998,2,26,1.5065,1.4827,1.4792,
207966,ACME,1998,2,27,1.3539,1.3565,1.4104,1.4866
207968,ALTU,1998,2,27,1.7477,1.5172,,
207988,BUFF,1998,2,27,,,,
208097,WEST,1998,2,27,1.5167,1.5016,1.4915,
208103,ACME,1998,2,28,1.3568,1.3587,1.4085,1.487
208105,ALTU,1998,2,28,1.8791,1.5193,,
208125,BUFF,1998,2,28,,,,
208234,WEST,1998,2,28,1.5257,1.5053,1.4923,
208240,ACME,1998,3,1,1.3675,1.3645,1.4173,1.4881
208242,ALTU,1998,3,1,1.9841,1.5241,,
208262,BUFF,1998,3,1,,,,
208371,WEST,1998,3,1,1.5406,1.5087,1.4952,
208377,ACME,1998,3,2,1.367,1.3617,1.4179,1.4868
208379,ALTU,1998,3,2,2.0698,1.5315,,
208399,BUFF,1998,3,2,,,,
208508,WEST,1998,3,2,1.5542,1.5092,1.4933,
208514,ACME,1998,3,3,1.3748,1.3669,1.4194,1.4898
208516,ALTU,1998,3,3,2.1407,1.5365,,
208536,BUFF,1998,3,3,,,,
208645,WEST,1998,3,3,1.5803,1.5066,1.4923,
208651,ACME,1998,3,4,1.3725,1.3615,1.419,1.4909
208653,ALTU,1998,3,4,2.1938,1.5413,,
208673,BUFF,1998,3,4,,,,
208782,WEST,1998,3,4,1.6459,1.5018,1.4909,
208788,ACME,1998,3,5,1.3793,1.3641,1.4218,1.4913
208790,ALTU,1998,3,5,2.3239,1.5584,,
208810,BUFF,1998,3,5,,,,
208919,WEST,1998,3,5,1.6388,1.4958,1.4864,
208925,ACME,1998,3,6,1.3821,1.3632,1.4233,1.4929
208927,ALTU,1998,3,6,2.4131,1.5814,,
208947,BUFF,1998,3,6,,,,
209056,WEST,1998,3,6,1.5543,1.5032,1.4907,
209062,ACME,1998,3,7,1.3757,1.3639,1.4261,1.49
209064,ALTU,1998,3,7,1.8414,1.5725,,
209084,BUFF,1998,3,7,,,,
209193,WEST,1998,3,7,1.5181,1.4967,1.4833,
209199,ACME,1998,3,8,1.3726,1.3643,1.4164,1.479
209201,ALTU,1998,3,8,1.5923,1.538,,
209221,BUFF,1998,3,8,,,,
209330,WEST,1998,3,8,1.4917,1.5036,1.4887,
209336,ACME,1998,3,9,1.3713,1.3654,1.4146,1.477
209338,ALTU,1998,3,9,,1.5416,,
209358,BUFF,1998,3,9,,,,
209467,WEST,1998,3,9,1.4938,1.51,1.49,
209473,ACME,1998,3,10,1.3675,1.3605,1.4128,1.4697
209475,ALTU,1998,3,10,,1.5482,,
209495,BUFF,1998,3,10,,,,
209604,WEST,1998,3,10,1.5,1.5121,1.4932,
209610,ACME,1998,3,11,1.3689,1.3617,1.4116,1.4693
209612,ALTU,1998,3,11,1.8271,1.5581,,
209632,BUFF,1998,3,11,,,,
209741,WEST,1998,3,11,1.5055,1.5138,1.4976,
209747,ACME,1998,3,12,1.3708,1.3631,1.416,1.4735
209749,ALTU,1998,3,12,,1.5626,,
209769,BUFF,1998,3,12,,,,
209878,WEST,1998,3,12,1.5084,1.5111,1.4955,
209884,ACME,1998,3,13,1.3695,1.3635,1.4132,1.4734
209886,ALTU,1998,3,13,1.8965,1.5684,,
209906,BUFF,1998,3,13,,,,
210015,WEST,1998,3,13,1.5112,1.5041,1.4941,
210021,ACME,1998,3,14,1.3641,1.3648,1.4155,1.4743
210023,ALTU,1998,3,14,1.897,1.563,,
210043,BUFF,1998,3,14,,,,
210152,WEST,1998,3,14,1.5101,1.4908,1.4833,
210158,ACME,1998,3,15,1.3505,1.3569,1.406,1.4626
210160,ALTU,1998,3,15,1.6659,1.5464,,
210180,BUFF,1998,3,15,,,,
210289,WEST,1998,3,15,1.4981,1.4934,1.4841,
210295,ACME,1998,3,16,1.3493,1.3594,1.4053,1.4614
210297,ALTU,1998,3,16,1.5462,1.5249,,
210317,BUFF,1998,3,16,,,,
210426,WEST,1998,3,16,1.4801,1.4825,1.4717,
210432,ACME,1998,3,17,1.3525,1.3583,1.4017,1.458
210434,ALTU,1998,3,17,1.5446,1.5311,,
210454,BUFF,1998,3,17,,,,
210563,WEST,1998,3,17,1.4679,1.4832,1.4715,
210569,ACME,1998,3,18,1.3512,1.3572,1.404,1.461
210571,ALTU,1998,3,18,1.5365,1.5277,,
210591,BUFF,1998,3,18,,,,
210700,WEST,1998,3,18,1.4689,1.4891,1.4709,
210706,ACME,1998,3,19,1.352,1.3583,1.4044,1.4621
210708,ALTU,1998,3,19,1.5397,1.5275,,
210728,BUFF,1998,3,19,,,,
210837,WEST,1998,3,19,1.4677,1.4894,1.4679,
210843,ACME,1998,3,20,1.3538,1.3603,1.4042,1.4623
210845,ALTU,1998,3,20,1.5433,1.5264,,
210865,BUFF,1998,3,20,,,,
210974,WEST,1998,3,20,1.4613,1.4875,1.4678,
210980,ACME,1998,3,21,1.3521,1.3551,1.4017,1.4575
210982,ALTU,1998,3,21,1.5447,1.5258,,
211002,BUFF,1998,3,21,,,,
211111,WEST,1998,3,21,1.4649,1.4882,1.4685,
211117,ACME,1998,3,22,1.3515,1.3611,1.4042,1.4612
211119,ALTU,1998,3,22,1.55,1.5236,,
211139,BUFF,1998,3,22,,,,
211248,WEST,1998,3,22,1.4764,1.4877,1.4722,
211254,ACME,1998,3,23,1.3412,1.3504,1.3987,1.4582
211256,ALTU,1998,3,23,1.5895,1.5198,,
211276,BUFF,1998,3,23,,,,
211385,WEST,1998,3,23,1.4867,1.4817,1.4689,
211391,ACME,1998,3,24,1.3435,1.3498,1.3987,1.4564
211393,ALTU,1998,3,24,1.7206,1.5211,,
211413,BUFF,1998,3,24,,,,
211522,WEST,1998,3,24,1.5805,1.4852,1.4699,
211528,ACME,1998,3,25,1.3403,1.35,1.3984,1.459
211530,ALTU,1998,3,25,1.8227,1.5168,,
211550,BUFF,1998,3,25,,,,
211659,WEST,1998,3,25,1.8857,1.4795,1.466,
211665,ACME,1998,3,26,1.3376,1.3442,1.3948,1.4582
211667,ALTU,1998,3,26,1.9459,1.5202,,
211687,BUFF,1998,3,26,,,,
211796,WEST,1998,3,26,2.1487,1.4923,1.4717,
211802,ACME,1998,3,27,1.3418,1.3473,1.3963,1.4595
211804,ALTU,1998,3,27,1.6321,1.5206,,
211824,BUFF,1998,3,27,,,,
211933,WEST,1998,3,27,1.8934,1.4876,1.4681,
211939,ACME,1998,3,28,1.341,1.3453,1.3909,1.4549
211941,ALTU,1998,3,28,1.6636,1.5219,,
211961,BUFF,1998,3,28,,,,
212070,WEST,1998,3,28,1.5378,1.4795,1.4618,
212076,ACME,1998,3,29,1.3378,1.343,1.3905,1.4543
212078,ALTU,1998,3,29,1.838,1.5347,,
212098,BUFF,1998,3,29,,,,
212207,WEST,1998,3,29,1.6547,1.4837,1.4665,
212213,ACME,1998,3,30,1.3505,1.3516,1.3995,1.4658
212215,ALTU,1998,3,30,2.0334,1.5588,,
212235,BUFF,1998,3,30,,,,
212344,WEST,1998,3,30,1.8615,1.4852,1.4636,
212350,ACME,1998,3,31,1.351,1.352,1.4006,1.4616
212352,ALTU,1998,3,31,2.2721,1.6123,,
212372,BUFF,1998,3,31,,,,
212481,WEST,1998,3,31,1.5161,1.4756,1.4582,
212487,ACME,1998,4,1,1.3737,1.3471,1.395,1.4562
212489,ALTU,1998,4,1,2.4212,1.681,,
212509,BUFF,1998,4,1,,,,
212618,WEST,1998,4,1,1.5152,1.4817,1.46,
212624,ACME,1998,4,2,1.4699,1.3545,1.4014,1.4634
212626,ALTU,1998,4,2,2.5977,1.7787,,
212646,BUFF,1998,4,2,,,,
212755,WEST,1998,4,2,1.6713,1.4908,1.4652,
212761,ACME,1998,4,3,1.5944,1.3567,1.4029,1.464
212763,ALTU,1998,4,3,2.7919,1.9133,,
212783,BUFF,1998,4,3,,,,
212892,WEST,1998,4,3,1.929,1.4837,1.4598,
212898,ACME,1998,4,4,1.6652,1.3563,1.4047,1.4616
212900,ALTU,1998,4,4,2.8874,2.0201,,
212920,BUFF,1998,4,4,,,,
213029,WEST,1998,4,4,2.0129,1.493,1.4626,
213035,ACME,1998,4,5,1.7153,1.3489,1.4017,1.4588
213037,ALTU,1998,4,5,2.9295,2.1122,,
213057,BUFF,1998,4,5,,,,
213166,WEST,1998,4,5,2.1522,1.4965,1.4624,
213172,ACME,1998,4,6,1.6924,1.3533,1.4061,1.4608
213174,ALTU,1998,4,6,3.0315,2.2125,,
213194,BUFF,1998,4,6,,,,
213303,WEST,1998,4,6,2.3257,1.5024,1.4644,
213309,ACME,1998,4,7,1.4302,1.3558,1.4074,1.464
213311,ALTU,1998,4,7,3.1227,2.3236,,
213331,BUFF,1998,4,7,,,,
213440,WEST,1998,4,7,1.5276,1.4925,1.4535,
213446,ACME,1998,4,8,1.4861,1.3538,1.4061,1.4597
213448,ALTU,1998,4,8,3.2674,2.4268,,
213468,BUFF,1998,4,8,,,,
213577,WEST,1998,4,8,1.5254,1.4955,1.4582,
213583,ACME,1998,4,9,1.5751,1.3569,1.4121,1.459
213585,ALTU,1998,4,9,3.3668,2.5277,,
213605,BUFF,1998,4,9,,,,
213714,WEST,1998,4,9,1.5622,1.4989,1.4588,
213720,ACME,1998,4,10,1.6529,1.3542,1.4047,1.453
213722,ALTU,1998,4,10,3.4765,2.6115,,
213742,BUFF,1998,4,10,,,,
213851,WEST,1998,4,10,1.8461,1.5097,1.4626,
213857,ACME,1998,4,11,1.748,1.3558,1.4111,1.4573
213859,ALTU,1998,4,11,3.5909,2.7034,,
213879,BUFF,1998,4,11,,,,
213988,WEST,1998,4,11,2.2172,1.5127,1.4624,
213994,ACME,1998,4,12,1.8564,1.3529,1.4094,1.4593
213996,ALTU,1998,4,12,3.6497,2.7996,,
214016,BUFF,1998,4,12,,,,
214125,WEST,1998,4,12,2.4667,1.5912,1.4545,
214131,ACME,1998,4,13,1.9919,1.3558,1.4089,1.4575
214133,ALTU,1998,4,13,3.6723,2.8941,,
214153,BUFF,1998,4,13,,,,
214262,WEST,1998,4,13,2.6856,1.9923,1.4656,
214268,ACME,1998,4,14,2.1738,1.3616,1.4132,1.4601
214270,ALTU,1998,4,14,3.6996,2.9805,,
214290,BUFF,1998,4,14,,,,
214399,WEST,1998,4,14,2.922,2.3156,1.5198,
214405,ACME,1998,4,15,2.3546,1.3706,1.4158,1.4645
214407,ALTU,1998,4,15,3.7239,3.06,,
214427,BUFF,1998,4,15,,,,
214536,WEST,1998,4,15,3.098,2.4656,1.7732,
214542,ACME,1998,4,16,2.6117,1.4555,1.4203,1.4638
214544,ALTU,1998,4,16,3.7608,3.1603,,
214564,BUFF,1998,4,16,,,,
214673,WEST,1998,4,16,3.1799,2.5373,1.9029,
214679,ACME,1998,4,17,2.7999,1.5567,1.4201,1.4584
214681,ALTU,1998,4,17,3.7782,3.2385,,
214701,BUFF,1998,4,17,,,,
214810,WEST,1998,4,17,3.189,2.5793,2.0011,
214816,ACME,1998,4,18,2.9501,1.6485,1.4254,1.4621
214818,ALTU,1998,4,18,3.777,3.2867,,
214838,BUFF,1998,4,18,,,,
214947,WEST,1998,4,18,3.2433,2.6308,2.0969,
214953,ACME,1998,4,19,3.0938,1.7395,1.4297,1.4653
214955,ALTU,1998,4,19,3.7754,3.3187,,
214975,BUFF,1998,4,19,,,,
215084,WEST,1998,4,19,3.2967,2.6843,2.1793,
215090,ACME,1998,4,20,2.7965,1.827,1.4357,1.4664
215092,ALTU,1998,4,20,3.8053,3.3462,,
215112,BUFF,1998,4,20,,,,
215221,WEST,1998,4,20,3.3487,2.7386,2.2608,
215227,ACME,1998,4,21,1.675,1.8774,1.4348,1.4599
215229,ALTU,1998,4,21,3.7867,3.3761,,
215249,BUFF,1998,4,21,,,,
215358,WEST,1998,4,21,3.3882,2.7928,2.3159,
215364,ACME,1998,4,22,1.774,1.9128,1.4368,1.4595
215366,ALTU,1998,4,22,3.7404,3.3748,,
215386,BUFF,1998,4,22,,,,
215495,WEST,1998,4,22,3.4211,2.8525,2.3848,
215501,ACME,1998,4,23,1.9,1.9583,1.449,1.4627
215503,ALTU,1998,4,23,3.732,3.3757,,
215523,BUFF,1998,4,23,,,,
215632,WEST,1998,4,23,3.4536,2.9279,2.4669,
215638,ACME,1998,4,24,2.0587,2.0044,1.4578,1.4666
215640,ALTU,1998,4,24,3.7608,3.3855,,
215660,BUFF,1998,4,24,,,,
215769,WEST,1998,4,24,3.4819,3.001,2.5412,
215775,ACME,1998,4,25,2.3098,2.0608,1.4725,1.4738
215777,ALTU,1998,4,25,3.758,3.381,,
215797,BUFF,1998,4,25,,,,
215906,WEST,1998,4,25,3.4995,3.0734,2.633,
215912,ACME,1998,4,26,2.1048,2.0113,1.4674,1.4686
215914,ALTU,1998,4,26,3.8069,3.4115,,
215934,BUFF,1998,4,26,,,,
216043,WEST,1998,4,26,3.3815,3.1549,2.6928,
216049,ACME,1998,4,27,1.3922,1.5227,1.4248,1.4493
216051,ALTU,1998,4,27,3.7978,3.4441,,
216071,BUFF,1998,4,27,,,,
216180,WEST,1998,4,27,1.4854,1.6563,1.6808,
216186,ACME,1998,4,28,1.3845,1.4255,1.4203,1.4512
216188,ALTU,1998,4,28,3.7859,3.4642,,
216208,BUFF,1998,4,28,,,,
216317,WEST,1998,4,28,,,,
216323,ACME,1998,4,29,1.3741,1.4161,1.4102,1.4476
216325,ALTU,1998,4,29,3.7437,3.4695,,
216345,BUFF,1998,4,29,,,,
216454,WEST,1998,4,29,1.4892,1.5927,1.6536,
216460,ACME,1998,4,30,1.3701,1.4125,1.4057,1.4499
216462,ALTU,1998,4,30,3.6683,3.4725,,
216482,BUFF,1998,4,30,,,,
216591,WEST,1998,4,30,1.489,1.5794,1.6439,
216597,ACME,1998,5,1,1.3616,1.4055,1.4002,1.4482
216599,ALTU,1998,5,1,3.6535,3.465,,
216619,BUFF,1998,5,1,,,,
216728,WEST,1998,5,1,1.4848,1.5814,1.6398,
216734,ACME,1998,5,2,1.3667,1.4096,1.4047,1.4502
216736,ALTU,1998,5,2,3.7033,3.4625,,
216756,BUFF,1998,5,2,,,,
216865,WEST,1998,5,2,1.4825,1.5735,1.6346,
216871,ACME,1998,5,3,1.3754,1.4089,1.4044,1.4525
216873,ALTU,1998,5,3,3.7568,3.4716,,
216893,BUFF,1998,5,3,,,,
217002,WEST,1998,5,3,1.4904,1.578,1.6336,
217008,ACME,1998,5,4,1.4202,1.4098,1.4042,1.451
217010,ALTU,1998,5,4,3.7831,3.475,,
217030,BUFF,1998,5,4,,,,
217139,WEST,1998,5,4,1.6024,1.5716,1.6255,
217145,ACME,1998,5,5,1.5611,1.4051,1.4038,1.4515
217147,ALTU,1998,5,5,3.7918,3.4729,,
217167,BUFF,1998,5,5,,,,
217276,WEST,1998,5,5,1.5888,1.56,1.6152,
217282,ACME,1998,5,6,1.6361,1.4149,1.4094,1.4577
217284,ALTU,1998,5,6,3.7942,3.4622,,
217304,BUFF,1998,5,6,,,,
217413,WEST,1998,5,6,1.5085,1.5475,1.6059,
217419,ACME,1998,5,7,1.7249,1.4362,1.4047,1.4473
217421,ALTU,1998,5,7,3.8096,3.4652,,
217441,BUFF,1998,5,7,,,,
217550,WEST,1998,5,7,1.5043,1.5438,1.6014,
217556,ACME,1998,5,8,1.8485,1.4931,1.4068,1.4502
217558,ALTU,1998,5,8,3.8304,3.4586,,
217578,BUFF,1998,5,8,,,,
217687,WEST,1998,5,8,1.5902,1.537,1.5903,
