,STID,YEAR,MONTH,DAY,TR05,TR25,TR60,TR75
853099,ACME,2011,1,19,2.2077,2.1228,2.4977,
853101,ALTU,2011,1,19,3.6137,3.3753,,
853121,BUFF,2011,1,19,,2.1496,2.2006,
853230,WEST,2011,1,19,1.6952,1.5202,,
853236,ACME,2011,1,20,2.2125,2.1255,2.4921,
853238,ALTU,2011,1,20,3.6608,3.4041,,
853258,BUFF,2011,1,20,,2.1549,2.2037,
853367,WEST,2011,1,20,1.6522,1.5249,,
853373,ACME,2011,1,21,2.2254,2.129,2.4934,
853375,ALTU,2011,1,21,,3.4255,,
853395,BUFF,2011,1,21,,2.1574,2.2039,
853504,WEST,2011,1,21,1.6301,1.5199,,
853510,ACME,2011,1,22,2.2352,2.1395,2.4995,
853512,ALTU,2011,1,22,3.6726,3.4327,,
853532,BUFF,2011,1,22,,2.1552,2.2062,
853641,WEST,2011,1,22,1.5936,1.5231,,
853647,ACME,2011,1,23,2.2439,2.1398,2.4977,
853649,ALTU,2011,1,23,3.7171,3.4401,,
853669,BUFF,2011,1,23,,2.1603,2.2105,
853778,WEST,2011,1,23,1.5356,1.524,,
853784,ACME,2011,1,24,2.2491,2.1362,2.4976,
853786,ALTU,2011,1,24,3.732,3.4619,,
853806,BUFF,2011,1,24,,2.1598,2.2085,
853915,WEST,2011,1,24,1.5226,1.5167,,
853921,ACME,2011,1,25,2.2492,2.1434,2.5004,
853923,ALTU,2011,1,25,3.7465,3.4668,,
853943,BUFF,2011,1,25,,2.1611,2.211,
854052,WEST,2011,1,25,1.5247,1.5148,,
854058,ACME,2011,1,26,2.2565,2.1412,2.5024,
854060,ALTU,2011,1,26,3.7442,3.4804,,
854080,BUFF,2011,1,26,,2.1628,2.2138,
854189,WEST,2011,1,26,1.5282,1.5138,,
854195,ACME,2011,1,27,2.2682,2.1474,2.4989,
854197,ALTU,2011,1,27,3.7297,3.4927,,
854217,BUFF,2011,1,27,,2.1595,2.2126,
854326,WEST,2011,1,27,1.5292,1.5101,,
854332,ACME,2011,1,28,2.2656,2.1443,2.5011,
854334,ALTU,2011,1,28,3.7151,3.4974,,
854354,BUFF,2011,1,28,,2.1577,2.2153,
854463,WEST,2011,1,28,1.5343,1.5107,,
854469,ACME,2011,1,29,2.2633,2.1473,2.5062,
854471,ALTU,2011,1,29,3.7264,3.5013,,
854491,BUFF,2011,1,29,,2.1496,2.2123,
854600,WEST,2011,1,29,1.5368,1.5098,,
854606,ACME,2011,1,30,2.2725,2.1394,2.4876,
854608,ALTU,2011,1,30,3.7866,3.5267,,
854628,BUFF,2011,1,30,2.3643,2.1517,2.2116,
854737,WEST,2011,1,30,1.5455,1.5085,,
854743,ACME,2011,1,31,2.2867,2.1437,2.4884,
854745,ALTU,2011,1,31,3.8179,3.543,,
854765,BUFF,2011,1,31,,2.1621,2.2132,
854874,WEST,2011,1,31,1.5565,1.5095,,
854880,ACME,2011,2,1,2.3069,2.1493,2.4863,
854882,ALTU,2011,2,1,3.8286,3.5684,,
854902,BUFF,2011,2,1,,2.1689,2.215,
855011,WEST,2011,2,1,1.5551,1.5081,,
855017,ACME,2011,2,2,2.3185,2.159,2.4865,
855019,ALTU,2011,2,2,3.7992,3.5821,,
855039,BUFF,2011,2,2,,2.1746,2.2195,
855148,WEST,2011,2,2,1.5434,1.507,,
855154,ACME,2011,2,3,2.335,2.1643,2.484,
855156,ALTU,2011,2,3,3.8006,3.5908,,
855176,BUFF,2011,2,3,,,2.2225,
855285,WEST,2011,2,3,1.5372,1.5016,,
855291,ACME,2011,2,4,2.3417,2.1678,2.4899,
855293,ALTU,2011,2,4,3.8007,3.5925,,
855313,BUFF,2011,2,4,,,2.2226,
855422,WEST,2011,2,4,1.5363,1.5012,,
855428,ACME,2011,2,5,2.1367,2.1733,2.4966,
855430,ALTU,2011,2,5,2.7997,3.5849,,
855450,BUFF,2011,2,5,,,2.2259,
855559,WEST,2011,2,5,1.534,1.5002,,
855565,ACME,2011,2,6,1.5473,2.1803,2.5071,
855567,ALTU,2011,2,6,1.6867,3.5702,,
855587,BUFF,2011,2,6,,,2.2305,
855696,WEST,2011,2,6,1.5278,1.4984,,
855702,ACME,2011,2,7,1.5183,2.1748,2.5032,
855704,ALTU,2011,2,7,1.8296,3.5736,,
855724,BUFF,2011,2,7,,,2.2295,
855833,WEST,2011,2,7,1.5283,1.4978,,
855839,ACME,2011,2,8,1.5532,2.1707,2.5008,
855841,ALTU,2011,2,8,1.9853,3.5795,,
855861,BUFF,2011,2,8,,2.1823,2.2298,
855970,WEST,2011,2,8,1.5264,1.4957,,
855976,ACME,2011,2,9,1.5476,2.166,2.4974,
855978,ALTU,2011,2,9,,3.6005,,
855998,BUFF,2011,2,9,,,2.2304,
856107,WEST,2011,2,9,1.5313,1.4999,,
856113,ACME,2011,2,10,1.5532,2.1573,2.4922,
856115,ALTU,2011,2,10,,3.6119,,
856135,BUFF,2011,2,10,,,2.2294,
856244,WEST,2011,2,10,1.5272,1.495,,
856250,ACME,2011,2,11,1.5543,2.1476,2.5094,
856252,ALTU,2011,2,11,,3.6141,,
856272,BUFF,2011,2,11,,,2.2326,
856381,WEST,2011,2,11,1.524,1.4907,,
856387,ACME,2011,2,12,1.5493,2.1262,2.5148,
856389,ALTU,2011,2,12,,3.6086,,
856409,BUFF,2011,2,12,,,2.2364,
856518,WEST,2011,2,12,1.5219,1.4882,,
856524,ACME,2011,2,13,1.5512,2.0921,2.5193,
856526,ALTU,2011,2,13,1.6664,3.5848,,
856546,BUFF,2011,2,13,,,2.2366,
856655,WEST,2011,2,13,1.5207,1.4907,,
856661,ACME,2011,2,14,1.5473,2.0505,2.5174,
856663,ALTU,2011,2,14,1.7188,3.5404,,
856683,BUFF,2011,2,14,1.8365,2.1569,2.2371,
856792,WEST,2011,2,14,1.5193,1.4907,,
856798,ACME,2011,2,15,1.5236,2.015,2.512,
856800,ALTU,2011,2,15,1.8169,3.4379,,
856820,BUFF,2011,2,15,,2.1203,2.2297,
856929,WEST,2011,2,15,1.5129,1.4844,,
856935,ACME,2011,2,16,1.5144,1.9784,2.5056,
856937,ALTU,2011,2,16,1.902,3.308,,
856957,BUFF,2011,2,16,1.9463,2.0906,2.2229,
857066,WEST,2011,2,16,1.5103,1.483,,
857072,ACME,2011,2,17,1.4961,1.9495,2.5036,
857074,ALTU,2011,2,17,1.9444,3.2226,,
857094,BUFF,2011,2,17,1.9822,2.0717,2.2166,
857203,WEST,2011,2,17,1.506,1.4837,,
857209,ACME,2011,2,18,1.4876,1.9233,2.4979,
857211,ALTU,2011,2,18,2.0309,3.1778,,
857231,BUFF,2011,2,18,2.0307,2.0707,2.2077,
857340,WEST,2011,2,18,1.5074,1.48,,
857346,ACME,2011,2,19,1.4716,1.9,2.4936,
857348,ALTU,2011,2,19,2.0836,3.1508,,
857368,BUFF,2011,2,19,2.0373,2.0623,2.1969,
857477,WEST,2011,2,19,1.5093,1.48,,
857483,ACME,2011,2,20,1.5012,1.8819,2.4844,
857485,ALTU,2011,2,20,2.1101,3.1159,,
857505,BUFF,2011,2,20,2.049,2.0534,2.1932,
857614,WEST,2011,2,20,1.5171,1.4788,,
857620,ACME,2011,2,21,1.5218,1.866,2.4741,
857622,ALTU,2011,2,21,2.2234,3.1276,,
857642,BUFF,2011,2,21,2.1056,2.0636,2.1815,
857751,WEST,2011,2,21,1.5229,1.4839,,
857757,ACME,2011,2,22,1.5492,1.8586,2.4679,
857759,ALTU,2011,2,22,2.3093,3.1607,,
857779,BUFF,2011,2,22,2.1253,2.0748,2.1776,
857888,WEST,2011,2,22,1.528,1.4792,,
857894,ACME,2011,2,23,1.5012,1.8526,2.4782,
857896,ALTU,2011,2,23,2.3039,3.1608,,
857916,BUFF,2011,2,23,2.1212,2.0725,2.1786,
858025,WEST,2011,2,23,1.5331,1.48,,
858031,ACME,2011,2,24,1.5163,1.8467,2.4735,
858033,ALTU,2011,2,24,1.8271,3.1396,,
858053,BUFF,2011,2,24,2.1524,2.0756,2.1752,
858162,WEST,2011,2,24,1.5377,1.4822,,
858168,ACME,2011,2,25,1.5641,1.8393,2.4615,
858170,ALTU,2011,2,25,1.6922,3.163,,
858190,BUFF,2011,2,25,2.1811,2.0899,2.1764,
858299,WEST,2011,2,25,1.5327,1.4778,,
858305,ACME,2011,2,26,1.5537,1.8398,2.4617,
858307,ALTU,2011,2,26,1.7748,3.1768,,
858327,BUFF,2011,2,26,2.1873,2.0943,2.1762,
858436,WEST,2011,2,26,1.5276,1.4771,,
858442,ACME,2011,2,27,1.5549,1.8384,2.473,
858444,ALTU,2011,2,27,1.8267,3.1367,,
858464,BUFF,2011,2,27,2.1797,2.0925,2.1768,
858573,WEST,2011,2,27,1.521,1.4776,,
858579,ACME,2011,2,28,1.5823,1.8319,2.4645,
858581,ALTU,2011,2,28,1.9546,3.1262,,
858601,BUFF,2011,2,28,2.1904,2.0879,2.1772,
858710,WEST,2011,2,28,1.5164,1.4778,,
858716,ACME,2011,3,1,1.6015,1.8337,2.4623,
858718,ALTU,2011,3,1,2.0542,3.1326,,
858738,BUFF,2011,3,1,2.1859,2.082,2.1741,
858847,WEST,2011,3,1,1.5141,1.4729,,
858853,ACME,2011,3,2,1.6257,1.838,2.4677,
858855,ALTU,2011,3,2,2.1228,3.1276,,
858875,BUFF,2011,3,2,2.196,2.0834,2.1727,
858984,WEST,2011,3,2,1.5206,1.4754,,
858990,ACME,2011,3,3,1.6452,1.839,2.4663,
858992,ALTU,2011,3,3,2.1958,3.1287,,
859012,BUFF,2011,3,3,2.2084,2.081,2.1668,
859121,WEST,2011,3,3,1.5231,1.4741,,
859127,ACME,2011,3,4,1.6667,1.8362,2.4634,
859129,ALTU,2011,3,4,2.2711,3.129,,
859149,BUFF,2011,3,4,2.2144,2.0797,2.1672,
859258,WEST,2011,3,4,1.5294,1.4756,,
859264,ACME,2011,3,5,1.696,1.8353,2.4561,
859266,ALTU,2011,3,5,2.3826,3.1638,,
859286,BUFF,2011,3,5,2.23,2.0865,2.1679,
859395,WEST,2011,3,5,1.5246,1.4744,,
859401,ACME,2011,3,6,1.7281,1.8396,2.4542,
859403,ALTU,2011,3,6,2.452,3.19,,
859423,BUFF,2011,3,6,2.236,2.083,2.1661,
859532,WEST,2011,3,6,1.5271,1.4768,,
859538,ACME,2011,3,7,1.7504,1.8429,2.4638,
859540,ALTU,2011,3,7,2.4736,3.1995,,
859560,BUFF,2011,3,7,2.2283,2.0801,2.1695,
859669,WEST,2011,3,7,1.5314,1.4779,,
859675,ACME,2011,3,8,1.7529,1.8445,2.4623,
859677,ALTU,2011,3,8,2.5399,3.2131,,
859697,BUFF,2011,3,8,2.0765,2.0835,2.1655,
859806,WEST,2011,3,8,1.5299,1.4778,,
859812,ACME,2011,3,9,1.7865,1.8443,2.4591,
859814,ALTU,2011,3,9,2.6303,3.2479,,
859834,BUFF,2011,3,9,1.9518,2.0939,2.168,
859943,WEST,2011,3,9,1.5406,1.4832,,
859949,ACME,2011,3,10,1.8177,1.8449,2.4565,
859951,ALTU,2011,3,10,2.6765,3.2766,,
859971,BUFF,2011,3,10,1.9922,2.0931,2.1686,
860080,WEST,2011,3,10,1.5381,1.4789,,
860086,ACME,2011,3,11,1.8471,1.8521,2.4625,
860088,ALTU,2011,3,11,2.6846,3.2958,,
860108,BUFF,2011,3,11,2.0179,2.0836,2.1674,
860217,WEST,2011,3,11,1.5798,1.4763,,
860223,ACME,2011,3,12,1.8738,1.8528,2.4625,
860225,ALTU,2011,3,12,2.7096,3.327,,
860245,BUFF,2011,3,12,2.0578,2.0788,2.1689,
860354,WEST,2011,3,12,1.7302,1.4757,,
860360,ACME,2011,3,13,1.884,1.8514,2.4576,
860362,ALTU,2011,3,13,2.7426,3.3605,,
860382,BUFF,2011,3,13,2.1001,2.0825,2.165,
860491,WEST,2011,3,13,1.8152,1.4795,,
860497,ACME,2011,3,14,1.9021,1.8499,2.445,
860499,ALTU,2011,3,14,2.7948,3.3992,,
860519,BUFF,2011,3,14,2.1137,2.0881,2.1675,
860628,WEST,2011,3,14,1.5282,1.4763,,
860634,ACME,2011,3,15,1.9342,1.859,2.445,
860636,ALTU,2011,3,15,2.8465,3.4312,,
860656,BUFF,2011,3,15,2.125,2.0788,2.1662,
860765,WEST,2011,3,15,1.5242,1.4763,,
860771,ACME,2011,3,16,1.9641,1.8687,2.4585,
860773,ALTU,2011,3,16,2.8224,3.4476,,
860793,BUFF,2011,3,16,2.1215,2.0672,2.1619,
860902,WEST,2011,3,16,1.5227,1.4719,,
860908,ACME,2011,3,17,1.9737,1.8655,2.4563,
860910,ALTU,2011,3,17,2.7923,3.4518,,
860930,BUFF,2011,3,17,2.1246,2.0551,2.1631,
861039,WEST,2011,3,17,1.527,1.4719,,
861045,ACME,2011,3,18,2.0085,1.8676,2.4473,
861047,ALTU,2011,3,18,2.8949,3.4925,,
861067,BUFF,2011,3,18,2.1639,2.0532,2.1558,
861176,WEST,2011,3,18,1.5389,1.4749,,
861182,ACME,2011,3,19,2.0421,1.8693,2.4411,
861184,ALTU,2011,3,19,3.0466,3.5245,,
861204,BUFF,2011,3,19,2.1874,2.0611,2.1518,
861313,WEST,2011,3,19,1.6164,1.4731,,
861319,ACME,2011,3,20,2.0701,1.8756,2.4433,
861321,ALTU,2011,3,20,3.2116,3.5359,,
861341,BUFF,2011,3,20,2.1503,2.0502,2.1507,
861450,WEST,2011,3,20,1.8081,1.4736,,
861456,ACME,2011,3,21,2.1029,1.8743,2.4313,
861458,ALTU,2011,3,21,3.3958,3.5582,,
861478,BUFF,2011,3,21,2.1364,2.0359,2.1456,
861587,WEST,2011,3,21,1.9977,1.4763,,
861593,ACME,2011,3,22,2.1366,1.8805,2.4328,
861595,ALTU,2011,3,22,3.4279,3.5743,,
861615,BUFF,2011,3,22,2.1517,2.03,2.1444,
861724,WEST,2011,3,22,2.0902,1.4746,,
861730,ACME,2011,3,23,2.205,1.8848,2.4236,
861732,ALTU,2011,3,23,3.5203,3.6236,,
861752,BUFF,2011,3,23,2.2005,2.0425,2.1381,
861861,WEST,2011,3,23,2.2079,1.4798,,
861867,ACME,2011,3,24,2.2645,1.8949,2.4212,
861869,ALTU,2011,3,24,3.6244,3.659,,
861889,BUFF,2011,3,24,2.2394,2.0545,2.1393,
861998,WEST,2011,3,24,2.3435,1.4835,,
862004,ACME,2011,3,25,2.3055,1.9009,2.4231,
862006,ALTU,2011,3,25,3.6637,3.6721,,
862026,BUFF,2011,3,25,2.2516,2.0621,2.1444,
862135,WEST,2011,3,25,2.4195,1.4879,,
862141,ACME,2011,3,26,2.3548,1.9126,2.4223,
862143,ALTU,2011,3,26,3.7533,3.6935,,
862163,BUFF,2011,3,26,2.2943,2.0658,2.1466,
862272,WEST,2011,3,26,2.4461,1.4999,,
862278,ACME,2011,3,27,2.3833,1.9157,2.4116,
862280,ALTU,2011,3,27,3.8294,3.7242,,
862300,BUFF,2011,3,27,2.3347,2.0823,2.1507,
862409,WEST,2011,3,27,2.4304,1.4997,,
862415,ACME,2011,3,28,2.4113,1.9334,2.4171,
862417,ALTU,2011,3,28,3.8332,3.744,,
862437,BUFF,2011,3,28,2.3597,2.0946,2.1556,
862546,WEST,2011,3,28,2.426,1.5021,,
862552,ACME,2011,3,29,2.4449,1.9433,2.4156,
862554,ALTU,2011,3,29,3.8566,3.754,,
862574,BUFF,2011,3,29,2.3715,2.1037,2.1606,
862683,WEST,2011,3,29,2.2193,1.5117,,
862689,ACME,2011,3,30,2.4523,1.9583,2.4268,
862691,ALTU,2011,3,30,3.8369,3.7715,,
862711,BUFF,2011,3,30,2.3644,2.1016,2.1673,
862820,WEST,2011,3,30,2.0512,1.5178,,
862826,ACME,2011,3,31,2.4687,1.9704,2.4328,
862828,ALTU,2011,3,31,3.7912,3.7726,,
862848,BUFF,2011,3,31,2.3578,2.0932,2.1671,
862957,WEST,2011,3,31,1.8408,1.5222,,
862963,ACME,2011,4,1,2.5246,1.9799,2.4348,
862965,ALTU,2011,4,1,3.7941,3.7635,,
862985,BUFF,2011,4,1,2.3766,2.0843,2.1675,
863094,WEST,2011,4,1,1.5708,1.5237,,
863100,ACME,2011,4,2,2.5873,1.9865,2.4319,
863102,ALTU,2011,4,2,3.7975,3.7623,,
863122,BUFF,2011,4,2,2.4227,2.073,2.1599,
863231,WEST,2011,4,2,1.7735,1.5264,,
863237,ACME,2011,4,3,2.6283,1.9972,2.4315,
863239,ALTU,2011,4,3,3.7741,3.7523,,
863259,BUFF,2011,4,3,2.4558,2.0619,2.1608,
863368,WEST,2011,4,3,2.1178,1.5333,,
863374,ACME,2011,4,4,2.7489,2.01,2.4221,
863376,ALTU,2011,4,4,3.9025,3.7696,,
863396,BUFF,2011,4,4,2.5894,2.0674,2.1545,
863505,WEST,2011,4,4,2.3345,1.5632,,
863511,ACME,2011,4,5,2.8456,2.0317,2.4141,
863513,ALTU,2011,4,5,3.9139,3.7927,,
863533,BUFF,2011,4,5,2.6358,2.0785,2.152,
863642,WEST,2011,4,5,2.4493,1.6251,,
863648,ACME,2011,4,6,2.904,2.0624,2.4201,
863650,ALTU,2011,4,6,3.8825,3.7938,,
863670,BUFF,2011,4,6,2.7031,2.0752,2.1595,
863779,WEST,2011,4,6,2.5447,1.754,,
863785,ACME,2011,4,7,2.9595,2.0864,2.4182,
863787,ALTU,2011,4,7,3.8889,3.788,,
863807,BUFF,2011,4,7,2.7913,2.0785,2.159,
863916,WEST,2011,4,7,2.6023,1.8492,,
863922,ACME,2011,4,8,2.9892,2.1184,2.4165,
863924,ALTU,2011,4,8,3.8715,3.781,,
863944,BUFF,2011,4,8,2.9161,2.0812,2.1606,
864053,WEST,2011,4,8,2.6108,1.9234,,
864059,ACME,2011,4,9,3.0587,2.1636,2.4107,
864061,ALTU,2011,4,9,3.8495,3.7704,,
864081,BUFF,2011,4,9,3.1398,2.0843,2.163,
864190,WEST,2011,4,9,2.6757,2.0171,,
864196,ACME,2011,4,10,3.1188,2.2149,2.4094,
864198,ALTU,2011,4,10,3.8704,3.7687,,
864218,BUFF,2011,4,10,3.4191,2.0956,2.1741,
864327,WEST,2011,4,10,2.7534,2.1332,,
864333,ACME,2011,4,11,3.2,2.2727,2.4046,
864335,ALTU,2011,4,11,3.9244,3.7894,,
864355,BUFF,2011,4,11,3.5223,2.1234,2.1794,
864464,WEST,2011,4,11,1.6277,2.2152,,
864470,ACME,2011,4,12,3.2571,2.3282,2.4006,
864472,ALTU,2011,4,12,3.926,3.8063,,
864492,BUFF,2011,4,12,3.5647,2.1427,2.1841,
864601,WEST,2011,4,12,1.8602,2.2491,,
864607,ACME,2011,4,13,3.2979,2.3898,2.4114,
864609,ALTU,2011,4,13,3.9054,3.8083,,
864629,BUFF,2011,4,13,3.6031,2.1526,2.2005,
864738,WEST,2011,4,13,2.2529,2.2619,,
864744,ACME,2011,4,14,3.3321,2.4447,2.4073,
864746,ALTU,2011,4,14,3.9173,3.8114,,
864766,BUFF,2011,4,14,3.6367,2.172,2.2045,
864875,WEST,2011,4,14,2.441,2.2778,,
864881,ACME,2011,4,15,3.3717,2.4913,2.4047,
864883,ALTU,2011,4,15,3.9851,3.8414,,
864903,BUFF,2011,4,15,3.667,2.2012,2.2109,
865012,WEST,2011,4,15,2.4868,2.2928,,
865018,ACME,2011,4,16,3.4071,2.5488,2.4096,
865020,ALTU,2011,4,16,3.9743,3.8662,,
865040,BUFF,2011,4,16,3.666,2.2183,2.2248,
865149,WEST,2011,4,16,2.5258,2.3058,,
865155,ACME,2011,4,17,3.4341,2.6098,2.4201,
865157,ALTU,2011,4,17,3.9353,3.854,,
865177,BUFF,2011,4,17,3.6753,2.2269,2.2423,
865286,WEST,2011,4,17,2.6246,2.338,,
865292,ACME,2011,4,18,3.4399,2.6539,2.4216,
865294,ALTU,2011,4,18,3.9188,3.8403,,
865314,BUFF,2011,4,18,3.6721,2.2356,2.2535,
865423,WEST,2011,4,18,2.7268,2.3755,,
865429,ACME,2011,4,19,3.4477,2.7101,2.424,
865431,ALTU,2011,4,19,3.9271,3.8356,,
865451,BUFF,2011,4,19,3.6813,2.2551,2.264,
865560,WEST,2011,4,19,2.8033,2.4006,,
865566,ACME,2011,4,20,3.4717,2.7723,2.4182,
865568,ALTU,2011,4,20,3.9536,3.8462,,
865588,BUFF,2011,4,20,3.6961,2.289,2.2687,
865697,WEST,2011,4,20,2.9052,2.4484,,
865703,ACME,2011,4,21,3.4573,2.8196,2.4216,
865705,ALTU,2011,4,21,3.9456,3.8581,,
865725,BUFF,2011,4,21,3.7016,2.3174,2.2748,
865834,WEST,2011,4,21,2.5435,2.2388,,
865840,ACME,2011,4,22,3.4549,2.859,2.4351,
865842,ALTU,2011,4,22,3.9101,3.8478,,
865862,BUFF,2011,4,22,3.682,2.3393,2.2874,
865971,WEST,2011,4,22,1.5028,1.59,,
865977,ACME,2011,4,23,3.4552,2.9099,2.4313,
865979,ALTU,2011,4,23,3.9309,3.8417,,
865999,BUFF,2011,4,23,3.7027,2.3644,2.3019,
866108,WEST,2011,4,23,1.4917,1.5581,,
866114,ACME,2011,4,24,2.6049,2.9526,2.4306,
866116,ALTU,2011,4,24,3.9634,3.8662,,
866136,BUFF,2011,4,24,3.7217,2.4033,2.3065,
866245,WEST,2011,4,24,1.4769,1.5308,,
866251,ACME,2011,4,25,1.5373,2.9683,2.4392,
866253,ALTU,2011,4,25,3.9496,3.8826,,
866273,BUFF,2011,4,25,3.7168,2.4288,2.3109,
866382,WEST,2011,4,25,1.4699,1.5146,,
866388,ACME,2011,4,26,1.5451,2.9632,2.4366,
866390,ALTU,2011,4,26,3.9471,3.8871,,
866410,BUFF,2011,4,26,3.7008,2.4539,2.3192,
866519,WEST,2011,4,26,1.4851,1.5134,,
866525,ACME,2011,4,27,1.533,2.9623,2.4413,
866527,ALTU,2011,4,27,3.9625,3.8946,,
866547,BUFF,2011,4,27,1.9502,2.4697,2.3307,
866656,WEST,2011,4,27,1.4919,1.509,,
866662,ACME,2011,4,28,1.5441,2.9706,2.4478,
866664,ALTU,2011,4,28,3.9516,3.9097,,
866684,BUFF,2011,4,28,1.8983,2.4784,2.3417,
866793,WEST,2011,4,28,1.4808,1.4984,,
866799,ACME,2011,4,29,1.5842,2.9665,2.4567,
866801,ALTU,2011,4,29,3.9199,3.8943,,
866821,BUFF,2011,4,29,1.9864,2.4559,2.3484,
866930,WEST,2011,4,29,1.4931,1.5031,,
866936,ACME,2011,4,30,1.6507,2.9585,2.4636,
866938,ALTU,2011,4,30,3.9297,3.8932,,
866958,BUFF,2011,4,30,2.0742,2.4712,2.3592,
867067,WEST,2011,4,30,1.6851,1.5075,,
867073,ACME,2011,5,1,1.5855,2.9488,2.4546,
867075,ALTU,2011,5,1,3.9866,3.915,,
867095,BUFF,2011,5,1,2.1648,2.4969,2.3614,
867204,WEST,2011,5,1,1.681,1.5014,,
867210,ACME,2011,5,2,1.5369,2.9614,2.4655,
867212,ALTU,2011,5,2,3.9839,3.9553,,
867232,BUFF,2011,5,2,2.2064,2.5127,2.3659,
867341,WEST,2011,5,2,1.5222,1.4916,,
867347,ACME,2011,5,3,1.5513,2.9524,2.4756,
867349,ALTU,2011,5,3,3.957,3.9495,,
867369,BUFF,2011,5,3,2.237,2.516,2.3717,
867478,WEST,2011,5,3,1.5178,1.4866,,
867484,ACME,2011,5,4,1.5764,2.9372,2.4854,
867486,ALTU,2011,5,4,3.9324,3.9409,,
867506,BUFF,2011,5,4,2.2917,2.5121,2.3803,
867615,WEST,2011,5,4,1.5171,1.482,,
867621,ACME,2011,5,5,1.6329,2.9284,2.4953,
867623,ALTU,2011,5,5,3.9144,3.9342,,
867643,BUFF,2011,5,5,2.3828,2.5271,2.392,
867752,WEST,2011,5,5,1.5723,1.4866,,
867758,ACME,2011,5,6,1.7132,2.917,2.4925,
867760,ALTU,2011,5,6,3.9164,3.9244,,
867780,BUFF,2011,5,6,2.4915,2.5421,2.3906,
867889,WEST,2011,5,6,1.6902,1.4862,,
867895,ACME,2011,5,7,1.812,2.9074,2.5019,
867897,ALTU,2011,5,7,3.8896,3.9008,,
867917,BUFF,2011,5,7,2.6409,2.5609,2.4085,
868026,WEST,2011,5,7,2.0522,1.494,,
868032,ACME,2011,5,8,1.911,2.8937,2.4989,
868034,ALTU,2011,5,8,3.8827,3.8793,,
868054,BUFF,2011,5,8,2.8621,2.5938,2.4234,
868163,WEST,2011,5,8,2.2573,1.4987,,
868169,ACME,2011,5,9,2.0072,2.883,2.4947,
868171,ALTU,2011,5,9,3.8834,3.8673,,
868191,BUFF,2011,5,9,3.3025,2.6811,2.4588,
868300,WEST,2011,5,9,2.3849,1.5937,,
868306,ACME,2011,5,10,2.0997,2.8718,2.4902,
868308,ALTU,2011,5,10,3.8999,3.8687,,
868328,BUFF,2011,5,10,3.5489,2.8012,2.5057,
868437,WEST,2011,5,10,2.4909,1.9749,,
868443,ACME,2011,5,11,1.9414,2.8566,2.4869,
868445,ALTU,2011,5,11,3.9159,3.8907,,
868465,BUFF,2011,5,11,3.5974,2.9204,2.5484,
868574,WEST,2011,5,11,2.5425,2.2901,,
868580,ACME,2011,5,12,1.6843,2.8575,2.4861,
868582,ALTU,2011,5,12,3.9025,3.9055,,
868602,BUFF,2011,5,12,3.5892,3.0189,2.5899,
868711,WEST,2011,5,12,2.3795,2.43,,
868717,ACME,2011,5,13,1.8398,2.8631,2.4912,
868719,ALTU,2011,5,13,3.9391,3.9233,,
868739,BUFF,2011,5,13,3.5813,3.1049,2.6365,
868848,WEST,2011,5,13,2.2762,2.4862,,
868854,ACME,2011,5,14,1.9488,2.8731,2.4904,
868856,ALTU,2011,5,14,3.9422,3.9456,,
868876,BUFF,2011,5,14,3.5925,3.1652,2.6815,
868985,WEST,2011,5,14,2.3614,2.526,,
868991,ACME,2011,5,15,2.0644,2.8821,2.4992,
868993,ALTU,2011,5,15,3.9344,3.9442,,
869013,BUFF,2011,5,15,3.6236,3.2107,2.7358,
869122,WEST,2011,5,15,2.4614,2.5808,,
869128,ACME,2011,5,16,2.1766,2.8942,2.5039,
869130,ALTU,2011,5,16,3.9257,3.9386,,
869150,BUFF,2011,5,16,3.6433,3.2584,2.8011,
869259,WEST,2011,5,16,2.5577,2.6465,,
869265,ACME,2011,5,17,2.3049,2.8917,2.5043,
869267,ALTU,2011,5,17,3.9179,3.9325,,
869287,BUFF,2011,5,17,3.6613,3.3105,2.885,
869396,WEST,2011,5,17,2.6778,2.7388,,
869402,ACME,2011,5,18,2.4634,2.904,2.5146,
869404,ALTU,2011,5,18,3.8958,3.9214,,
869424,BUFF,2011,5,18,3.6657,3.3607,2.9781,
869533,WEST,2011,5,18,2.759,2.827,,
869539,ACME,2011,5,19,2.4987,2.7882,2.4889,
869541,ALTU,2011,5,19,3.9059,3.913,,
869561,BUFF,2011,5,19,3.6546,3.4037,3.0683,
869670,WEST,2011,5,19,2.796,2.9121,,
869676,ACME,2011,5,20,1.4332,1.4971,1.6032,
869678,ALTU,2011,5,20,,,,
869698,BUFF,2011,5,20,3.6604,3.4613,3.1449,
869807,WEST,2011,5,20,2.0987,2.2074,,
869813,ACME,2011,5,21,1.444,1.4864,1.5325,
869815,ALTU,2011,5,21,,,,
869835,BUFF,2011,5,21,3.6452,3.5167,3.2319,
869944,WEST,2011,5,21,1.5154,1.561,,
869950,ACME,2011,5,22,1.4455,1.4732,1.5306,
869952,ALTU,2011,5,22,,,,
869972,BUFF,2011,5,22,3.6608,3.5589,3.3626,
870081,WEST,2011,5,22,1.5101,1.56,,
870087,ACME,2011,5,23,1.4574,1.4662,1.5282,
870089,ALTU,2011,5,23,,,,
870109,BUFF,2011,5,23,3.6675,3.5957,3.5127,
870218,WEST,2011,5,23,1.5086,1.5438,,
